SN,KP,PMID,Triple,Category,Gene Symbol,Cell type,Disease,Drugs,Pathway,Symptoms,Patient characteristics,Expression level,Markers,Environmental factors,Metabolites,Fact or Inference,一级标签,二级标签,三级标签,四级标签,五级标签,最具体的标签描述
3823,KP11,30397176,IGF1R inhibitors activation#is an escape mechanism#to CDK4/6 inhibitors in Ewing sarcoma,Mechanisms of Resistance,"IGF1R,CDK4,CDK6",-,Ewing sarcoma,"CDK4/6 inhibitors, IGF1R inhibitors",-,-,-,-,-,-,-,Inference,2,2.1,2.1.2,2.1.2.4,-,替代性生存通路
5564,KP11,30397176,Dual targeting of CDK4/6 inhibitors and IGF1R inhibitors#provides#a candidate synergistic combination for clinical application,Combination Therapies,"CDK4,CDK6,IGF1R",-,Ewing sarcoma,"CDK4/6 inhibitors, IGF1R inhibitors",-,-,-,-,-,-,-,Inference,3,3.2,3.2.2,3.2.2.1,-,PI3K抑制剂协同
2026,KP11,9001420,Genetic abnormalities#affect#G1 control of Granta 519 cells,Regulation,-,Granta 519 cells,-,-,G1 control,-,-,-,-,-,-,Fact,1,1.1,1.1.1,1.1.1.3,-,细胞周期检查点控制
4952,KP11,9001420,Overexpression of cyclin D1 and elimination of p16CDKN2 and p15CDKN2B#characterize#certain cases of mantle cell NHL,Cancer Association,"CCND1,CDKN2A,CDKN2B",-,Mantle cell NHL,-,-,-,-,"upregulated,silenced",-,-,-,Inference,1,1.1,1.1.2,1.1.2.1,-,Cyclin D-CDK4复合物
1238,KP11,9001420,Cooperation of cyclin D1 overexpression and p16CDKN2/p15CDKN2B elimination#provides#a growth advantage to tumor cells,Cancer Pathways,"CCND1,CDKN2A,CDKN2B",-,Mantle cell NHL,-,-,-,-,"upregulated,silenced",-,-,-,Inference,2,2.2,2.2.1,2.2.1.2,-,CDKN2A缺失
2031,KP11,8855819,Rearrangement and overexpression of PRAD1/cyclin D1#are implicated in#pathogenesis of a subset of parathyroid adenomas,Cancer Association,CCND1,-,Parathyroid adenomas,-,-,-,-,upregulated,-,-,-,Inference,1,1.1,1.1.2,1.1.2.1,-,Cyclin D-CDK4复合物
5820,KP11,33046519,TNO155#inhibited#RAS activation by CSF1R,Mechanism of Action,"CSF1R,RAS",-,-,TNO155,-,-,-,-,-,-,-,Fact,1,1.3,1.3.2,1.3.2.1,-,RAS/RAF/MEK/ERK级联
4159,KP11,33046519,TNO155#showed#combination activity with anti-PD-1 antibody,Combination Therapies,-,-,-,"TNO155,anti-PD-1 antibody",-,-,-,-,-,-,-,Fact,3,3.2,3.2.2,3.2.2.3,-,MEK抑制剂组合
6284,KP11,33046519,TNO155#blocks#tumor-promoting and immune-suppressive RTK signaling,Therapeutic Response,RTK,-,RTK- and MAPK-driven cancers,TNO155,-,-,-,-,-,-,-,Inference,3,3.1,3.1.1,3.1.1.4,-,增殖信号阻断
7515,KP11,35082402,Translocation t(11;14) involving IgH/CCND1#enhances#uncontrolled MM cell growth,Cancer Pathways,CCND1,-,Multiple myeloma,-,-,-,-,upregulated,-,-,-,Fact,2,2.1,2.1.1,2.1.1.2,-,基因扩增
3743,KP11,35082402,Targeting RAS/MAPK pathway molecules and cyclin-Ds#enhances#MM cytotoxicity,Therapeutic Development,"CCND1,CCND2,CCND3,MAPK",-,Multiple myeloma,-,RAS/MAPK,-,-,-,-,-,-,Inference,3,3.1,3.1.1,3.1.1.4,-,增殖信号阻断
3415,KP11,35082402,Erk1/2i-CDK4/6i treatment#arrested#MM cells in G0/G1 phase,Therapeutic Response,"CDK4,CDK6,ERK1,ERK2",-,Multiple myeloma,"Erk1/2 inhibitors,CDK4/6 inhibitors",-,-,-,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.1,-,G1/S期转换抑制
1343,KP11,35082402,Erk1/2i-CDK4/6i treatment#inhibited#key target molecules in Erk1/2 and CDK4/6 signaling,Mechanism of Action,"CDK4,CDK6,ERK1,ERK2,c-MYC,RPS6KA1,RPS6,RB1,E2F1",-,Multiple myeloma,"Erk1/2 inhibitors,CDK4/6 inhibitors","CDK4/6,Erk1/2",-,-,-,-,-,-,Fact,1,1.1,1.1.1,1.1.1.3,-,细胞周期检查点控制
4497,KP11,8988060,Cyclin D1 and Cdk4#are increased in#intestinal adenomas from FAP patients,Expression Patterns,"CCND1,CDK4",-,FAP (Familial Adenomatous Polyposis),-,-,-,-,upregulated,-,-,-,Fact,1,1.1,1.1.2,1.1.2.1,-,Cyclin D-CDK4复合物
1188,KP11,29441600,BBR#promotes#cell cycle through cellular DNA content protection,Mechanism of Action,-,-,-,BBR,-,-,-,-,-,-,-,Fact,1,1.1,1.1.1,1.1.1.3,-,细胞周期检查点控制
5633,KP11,29441600,BBR#downregulates#p21 expression,Regulation,CDKN1A,-,-,BBR,-,-,-,downregulated,-,-,-,Fact,1,1.2,1.2.3,1.2.3.2,-,蛋白稳定性
6933,KP11,29441600,BBR#maintains#cyclin-D1 and CDK4 expressions,Regulation,"CDK4,CCND1",-,-,BBR,-,-,-,-,-,-,-,Fact,1,1.1,1.1.2,1.1.2.1,-,Cyclin D-CDK4复合物
2943,KP11,35917055,CDK4/6 inhibitors#downregulate#UBE2C/S/T,Regulation,"CDK4,CDK6,UBE2C,UBE2S,UBE2T",-,Breast cancer,CDK4/6 inhibitors,Ubiquitin-proteasome pathway,-,-,downregulated,-,-,-,Fact,1,1.2,1.2.3,1.2.3.3,-,蛋白降解途径
1761,KP11,35917055,Ubiquitin-proteasome pathway (UPP)#maintains#homeostasis and turnover of proteins,Mechanism of Action,-,-,-,-,Ubiquitin-proteasome pathway,-,-,-,-,-,-,Fact,1,1.2,1.2.3,1.2.3.3,-,蛋白降解途径
2339,KP11,35917055,Palbociclib#treats#HR(+) breast cancer cell lines MCF7 and T47D,Preclinical Models,-,"MCF7,T47D",Breast cancer,Palbociclib,-,-,-,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.4,-,增殖信号阻断
7915,KP11,35917055,Palbociclib and ribociclib#decrease#UBE2C at mRNA and protein levels,Regulation,UBE2C,-,-,"Palbociclib, ribociclib",-,-,-,downregulated,-,-,-,Fact,1,1.2,1.2.3,1.2.3.2,-,蛋白稳定性
1176,KP11,35917055,Abemaciclib#does not share#decrease in UBE2C levels with Palbociclib and ribociclib,Regulation,UBE2C,-,-,Abemaciclib,-,-,-,-,-,-,-,Fact,1,1.2,1.2.3,1.2.3.2,-,蛋白稳定性
1258,KP11,35917055,UBE2C/UBE2S/UBE2T#modulate#E3 ubiquitin ligases including APC/C complex,Protein Complex Dynamics,"UBE2C,UBE2S,UBE2T",-,-,-,Ubiquitin-proteasome pathway,-,-,-,-,-,-,Fact,1,1.2,1.2.3,1.2.3.3,-,蛋白降解途径
3233,KP11,35917055,UBE2C/UBE2T expression levels#are associated with#breast cancer survival,Cancer Association,"UBE2C,UBE2T",-,Breast cancer,-,-,-,-,-,-,-,-,Fact,7,7.2,7.2.1,7.2.1.1,-,细胞周期蛋白
6533,KP11,35917055,HR(+) breast cancer cells#demonstrate#dependence on UBE2C,Cancer Association,UBE2C,-,Breast cancer,-,-,-,-,-,-,-,-,Fact,7,7.2,7.2.1,7.2.1.1,-,细胞周期蛋白
4446,KP11,35917055,CDK4/6 inhibitors#link to#UPP pathway,Signaling Networks,"CDK4,CDK6",-,Cancer,CDK4/6 inhibitors,Ubiquitin-proteasome pathway,-,-,-,-,-,-,Inference,1,1.2,1.2.3,1.2.3.3,-,蛋白降解途径
4298,KP11,38854937,"Abemaciclib#impacts#cell cycle, cell viability, and apoptosis in SCLC cell lines",Mechanism of Action,-,SCLC cell lines,Small cell lung cancer,Abemaciclib,-,-,-,-,-,-,-,Fact,1,1.1,1.1.3,1.1.3.3,-,增殖抑制
6610,KP11,38854937,Abemaciclib#induces#double-strand DNA damage,Mechanism of Action,-,-,-,Abemaciclib,-,-,-,-,-,-,-,Fact,5,5.1,5.1.1,5.1.1.1,-,DSB识别
3433,KP11,38854937,Abemaciclib coupled with radiotherapy (RT)#enhances#double-strand DNA damage,Combination Optimization,-,-,-,"Abemaciclib, RT",-,-,-,-,-,-,-,Fact,5,5.1,5.1.1,5.1.1.1,-,DSB识别
651,KP11,29080858,p16-cyclin D-CDK4/6-RB protein pathway#regulates#cell proliferation,Cell Cycle Control,"CDK4,CDK6,RB1,CDKN2A,CCND1",-,Pancreatic ductal adenocarcinoma,-,-,-,-,-,-,-,-,Fact,1,1.1,1.1.1,1.1.1.3,-,细胞周期检查点控制
6009,KP11,29080858,Targeting CDK4#forms#novel personalized treatment strategy for PDA,Therapeutic Development,CDK4,-,Pancreatic ductal adenocarcinoma,-,-,-,-,-,-,-,-,Inference,3,3.1,3.1.1,3.1.1.4,-,增殖信号阻断
372,KP11,29080858,Monotherapy and combination therapy#interact with#tumor cell and ECM signaling,Combination Optimization,-,-,Tumor,-,ECM signaling,-,-,-,-,-,-,Fact,6,6.3,6.3.1,6.3.1.2,-,信号通路激活
4022,KP11,29080858,RB protein#is evaluated as#a prognostic biomarker in PDA,Biomarker Analysis,RB1,-,Pancreatic ductal adenocarcinoma,-,-,-,-,RB protein,-,-,-,Fact,7,7.2,7.2.1,7.2.1.1,-,细胞周期蛋白
5822,KP11,29080858,PD-0332991#disrupts#ECM organization in PDA,Mechanism of Action,-,-,Pancreatic ductal adenocarcinoma,PD-0332991,-,-,-,-,-,-,-,Fact,6,6.3,6.3.1,6.3.1.2,-,信号通路激活
2583,KP11,29080858,"PD-0332991#leads to#quiescence, apoptosis, improved chemosensitivity, and reduced invasion in PDA",Therapeutic Response,-,-,Pancreatic ductal adenocarcinoma,PD-0332991,-,"Quiescence, apoptosis",-,-,-,-,-,Fact,3,3.1,3.1.2,3.1.2.3,-,代谢重编程
6409,KP11,29080858,RB protein#is prevalent in#primary operable and metastatic PDA,Cancer Association,RB1,-,Pancreatic ductal adenocarcinoma,-,-,-,-,-,-,-,-,Fact,7,7.2,7.2.1,7.2.1.1,-,细胞周期蛋白
5955,KP11,29080858,RB protein#presents#a predictive biomarker for PDA therapy,Biomarker Analysis,RB1,-,Pancreatic ductal adenocarcinoma,-,-,-,-,RB protein,-,-,-,Fact,7,7.1,7.1.1,7.1.1.1,-,基因突变
2471,KP11,24942317,EGCG#decreases#COMT expression and enzyme activity in WT-HuLM cells,Regulation,COMT,WT-HuLM cells,-,EGCG,-,-,-,downregulated,-,-,-,Fact,1,1.2,1.2.3,1.2.3.1,-,翻译后修饰
5432,KP11,12955883,Aberrant p16 RNA transcripts#play functional roles in#HCC cells,Molecular Event triples,CDKN2A,HCC cells,Hepatocellular carcinoma,-,-,-,-,-,-,-,-,Fact,1,1.1,1.1.3,1.1.3.3,-,增殖抑制
7951,KP11,12006580,Cyclin D-Cdk4(6) kinases#target#22 in vivo phosphorylation sites in human p130,Mechanism of Action,"CDK4,CDK6",Human cells,-,-,-,-,-,-,-,-,-,Fact,1,1.1,1.1.2,1.1.2.3,-,复合物活性调节
3237,KP11,12006580,p130(DeltaCdk4) mutant#responds to#cyclin D1,Mechanism of Action,CDK4,-,-,-,-,-,-,-,-,-,-,Fact,1,1.1,1.1.2,1.1.2.1,-,Cyclin D-CDK4复合物
7104,KP11,12006580,Six residues in p130#are necessary and sufficient for#regulation of E2F-4 and the cell cycle,Mechanism of Action,CDK4,-,-,-,-,-,-,-,-,-,-,Fact,1,1.1,1.1.1,1.1.1.2,-,E2F转录因子释放
6879,KP11,12006580,12 phosphorylation sites in p130#modulate#other functions of p130,Mechanism of Action,CDK4,-,-,-,-,-,-,-,-,-,-,Fact,1,1.1,1.1.1,1.1.1.1,-,RB蛋白磷酸化
174,KP11,12006580,Regulation of p130#explains#differential control of p107 and p130 by cyclin-dependent kinases,Mechanism of Action,"CDK4,CDK6",-,-,-,-,-,-,-,-,-,-,Fact,1,1.1,1.1.1,1.1.1.3,-,细胞周期检查点控制
5864,KP11,21777578,Gallbladder cancer cases#are associated with#gallstones,Disease Association,-,Gallbladder cells,Gallbladder cancer,-,-,-,-,-,-,-,-,Fact,2,2.2,2.2.3,2.2.3.4,-,葡萄糖代谢改变
4732,KP11,21777578,p16#decreases to#the lowest level in gallbladder cancer,Expression Patterns,CDKN2A,Gallbladder cells,Gallbladder cancer,-,-,-,-,downregulated,-,-,-,Fact,5,5.3,5.3.2,5.3.2.1,-,CDKN2A缺失
4324,KP11,21777578,Apoptotic index#rises to#the highest level in undifferentiated carcinoma,Disease & Clinical Categories,-,Carcinoma cells,Undifferentiated carcinoma,-,-,-,-,upregulated,-,-,-,Fact,3,3.4,3.4.2,3.4.2.3,-,凋亡执行
5097,KP11,37529698,Cuproptosis-related lncRNAs#regulate#biological functions of various cancers,Mechanism of Action,-,-,Cancer,-,-,-,-,-,-,-,-,Fact,1,1.4,1.4.1,1.4.1.2,-,细胞周期进程
5590,KP11,37529698,Cuproptosis-related lncRNAs#have clinical applications in#breast cancer,Clinical Implementation,-,-,Breast cancer,-,-,-,-,-,-,-,-,Fact,8,8.1,8.1.1,8.1.1.1,8.1.1.1.1,HR+/HER2-乳腺癌
4682,KP11,37529698,Cuproptosis-related lncRNAs#regulate#proliferation and metastasis in breast cancer,Mechanism of Action,-,Breast cancer cells,Breast cancer,-,-,-,-,-,-,-,-,Fact,1,1.4,1.4.1,1.4.1.1,-,增殖信号整合
1335,KP11,37529698,Cuproptosis-related lncRNAs#play essential roles in#regulating proliferation and metastasis of breast cancer cells,Mechanism of Action,-,Breast cancer cells,Breast cancer,-,-,-,-,-,-,-,-,Fact,1,1.4,1.4.1,1.4.1.3,-,增殖抑制机制
3855,KP11,37529698,"Low-risk patients#exhibit#lower expression of CDK4/6 inhibitor-resistant biomarkers (CCNE1, E2F1, E2F2) and PARP inhibitor-resistant biomarkers (BRCA1, BRCA2)",Markers,"CDK4,CCNE1,E2F1,E2F2,BRCA1,BRCA2",-,-,-,-,-,Low-risk,downregulated,"CDK4/6 inhibitor resistance, PARP inhibitor resistance",-,-,Fact,7,7.5,7.5.1,7.5.1.1,7.5.1.1.3,CCNE1扩增
5309,KP11,30447641,Bortezomib#suppresses#tumor growth in liposarcoma,Therapeutic Response,-,-,Liposarcoma,Bortezomib,-,-,-,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.4,-,增殖信号阻断
235,KP11,30447641,PDX model#is used for#studying tumorigenesis and differentiation in carcinomas,Preclinical Models,-,-,Carcinomas,-,-,-,-,-,-,-,-,Fact,8,8.6,8.6.1,8.6.1.2,8.6.1.2.1,疾病状态
7818,KP11,30447641,Immunohistochemistry for MDM2 and CDK4#showed#overexpression patterns of both proteins in PDX models and PDCs,Expression Patterns,"MDM2,CDK4","PDX models, PDCs",-,-,-,-,-,overexpressed,-,-,-,Fact,7,7.2,7.2.1,7.2.1.1,7.2.1.1.2,CDK4/6表达
1454,KP11,30447641,MDM2 amplification#was observed to be correlated with#successful establishment of PDX mouse models,Cancer Association,MDM2,PDX mouse models,-,-,-,-,-,-,-,-,-,Fact,5,5.3,5.3.1,5.3.1.3,-,MDM2扩增
3356,KP11,30447641,CDK4 expression#did not show#correlation with successful establishment of PDX mouse models,Expression Patterns,CDK4,PDX mouse models,-,-,-,-,-,-,-,-,-,Fact,7,7.2,7.2.1,7.2.1.1,7.2.1.1.2,CDK4/6表达
4832,KP11,30447641,Bortezomib#suppressed#MDM2 expression in a dose-dependent manner,Regulation,MDM2,-,-,Bortezomib,-,-,-,downregulated,-,-,-,Fact,1,1.2,1.2.3,1.2.3.2,-,蛋白稳定性
5175,KP11,30447641,p21#elicited#an increase in PDC expression,Regulation,CDKN1A,PDCs,-,-,-,-,-,upregulated,-,-,-,Fact,1,1.2,1.2.3,1.2.3.1,-,翻译后修饰
6162,KP11,30447641,Treatment with bortezomib#resulted in#anticancer effect similar to that seen in PDCs,Therapeutic Response,MDM2,-,-,Bortezomib,-,-,-,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.4,-,增殖信号阻断
6195,KP11,23708653,PD#cooperates with#hormone-based regimens and ionizing radiation to suppress cellular growth,Therapeutic Development,-,-,-,-,-,-,-,-,-,-,-,Fact,3,3.2,3.2.1,3.2.1.4,-,耐药机制克服
5967,KP11,23708653,PD#is#a critical mediator of PD action,Mechanism of Action,-,-,-,-,-,-,-,-,-,-,-,Fact,1,1.2,1.2.1,1.2.1.2,-,激素信号通路
4824,KP11,23708653,Selective CDK4/6 inhibition#hinders#key proliferative pathways necessary for disease progression,Mechanism of Action,"CDK4,CDK6",-,-,-,Proliferative pathways,-,-,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.4,-,增殖信号阻断
3682,KP11,23708653,RB status#is#a critical prognostic determinant for therapeutic efficacy,Cancer Association,RB1,-,-,-,-,-,-,-,-,-,-,Fact,7,7.2,7.2.1,7.2.1.1,7.2.1.1.4,RB蛋白表达
7234,KP11,23708653,Selective targeting of CDK4/6#is#a bona fide therapeutic target in early stage and advanced PCa,Cancer Association,"CDK4,CDK6",-,Prostate cancer,-,-,-,-,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.4,-,增殖信号阻断
889,KP11,12566432,Reduction of ZONAB expression#reduced#proliferation of MDCK cells,Mechanism of Action,ZONAB,MDCK cells,-,-,-,-,-,downregulated,-,-,-,Fact,1,1.1,1.1.3,1.1.3.3,-,增殖抑制
2791,KP11,12566432,Overexpression of ZONAB#resulted in#increased cell density in mature monolayers,Mechanism of Action,ZONAB,-,-,-,-,-,-,upregulated,-,-,-,Fact,1,1.1,1.1.3,1.1.3.3,-,增殖抑制
4417,KP11,12566432,Depletion of ZONAB or overexpression of ZO-1#reduced#cell density,Mechanism of Action,"ZONAB,ZO1",-,-,-,-,-,-,downregulated,-,-,-,Fact,1,1.1,1.1.3,1.1.3.3,-,增殖抑制
6628,KP11,12566432,ZONAB and ZO-1#influence#proliferation by regulating nuclear accumulation of CDK4,Mechanism of Action,"ZONAB,ZO1,CDK4",-,-,-,-,-,-,-,-,-,-,Inference,1,1.1,1.1.2,1.1.2.3,-,复合物活性调节
1349,KP11,39574120,Overexpression of RERE-AS1#promoted#anti-tumor activity of ribociclib in BC cells,Therapeutic Development,RERE-AS1,BC cells,Breast cancer,Ribociclib,-,-,-,upregulated,-,-,-,Fact,3,3.1,3.1.1,3.1.1.4,-,增殖信号阻断
4360,KP11,15526363,Methylation profile of promoter CpG islands#was established for#31 genes in colon carcinogenesis,Regulation,-,-,Colon cancer,-,-,-,-,-,-,-,-,Fact,5,5.6,5.6.3,5.6.3.1,-,DNA甲基化
966,KP11,15526363,Cyclin-dependent kinase inhibitor 2B (p15)#inhibits#CDK4,Mechanism of Action,"CDKN2B,CDK4",-,Colorectal cancer,-,-,-,-,-,-,-,-,Fact,1,1.1,1.1.3,1.1.3.3,-,增殖抑制
2431,KP11,18520069,Glycolipids#participate in#signal transduction and regulation of melanoma cell growth and apoptosis,Mechanism of Action,-,Melanoma cells,Melanoma,-,Signal transduction,-,-,-,-,-,-,Fact,1,1.1,1.1.1,1.1.1.3,-,细胞周期检查点控制
2102,KP11,10576656,PML and p53#play#critical roles in cancer development and cell growth suppression,Cancer Association,"PML,TP53",-,Cancer,-,-,-,-,-,-,-,-,Fact,1,1.1,1.1.3,1.1.3.3,-,增殖抑制
2554,KP11,29508248,Combination treatment#synergistically suppressed#GBM cell proliferation,Therapeutic Response,-,GBM cells,Glioblastoma,-,-,-,-,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.1,-,G1/S期转换抑制
944,KP11,38173098,MED8#is highly expressed in#gastric cancer,Expression Patterns,MED8,-,Gastric cancer,-,-,-,-,upregulated,-,-,-,Fact,5,5.1,5.1.2,5.1.2.1,-,染色质重塑
7290,KP11,10361135,Mantle cell lymphomas#are characterized by#11q13 translocations and cyclin D1 overexpression,Cancer Association,CCND1,-,Mantle cell lymphoma,-,-,-,-,upregulated,-,-,-,Fact,7,7.2,7.2.1,7.2.1.1,7.2.1.1.1,Cyclin D1表达
3130,KP11,10361135,Loss of 17p#correlated with#P53 gene deletions and mutations,Cancer Association,TP53,-,-,-,-,-,-,-,-,-,-,Fact,5,5.3,5.3.2,5.3.2.3,-,TP53缺失
7267,KP11,10361135,8q24 amplification#showed#C-MYC amplification by Southern blot,Cancer Association,MYC,-,-,-,-,-,-,upregulated,-,-,-,Fact,5,5.3,5.3.1,5.3.1.4,-,基因组不稳定性
6322,KP11,10361135,"Alterations in 2p, 3q, 13, and 18q#were not associated with#N-MYC, BCL6, RB, or BCL2 alterations",Cancer Association,"MYCN,BCL6,RB1,BCL2",-,Mantle cell lymphoma,-,-,-,-,-,-,-,-,Fact,5,5.2,5.2.1,5.2.1.3,-,染色体重复
1855,KP11,10361135,Increased chromosome imbalances#are associated with#blastoid variants of MCLs,Cancer Association,-,-,Mantle cell lymphoma,-,-,-,-,-,-,-,-,Fact,5,5.2,5.2.2,5.2.2.2,-,非整倍体
5119,KP11,16863592,Cyclin D1b splice variant#learns#new oncogenic functions,Cancer Association,CCND1,-,-,-,-,-,-,-,-,-,-,Inference,1,1.1,1.1.1,1.1.1.3,-,细胞周期检查点控制
3756,KP11,16863592,Cyclin D1#is a positive regulator of#cell cycle and proto-oncogene,Cell Cycle Control,CCND1,-,-,-,-,-,-,-,-,-,-,Fact,1,1.1,1.1.2,1.1.2.1,-,Cyclin D-CDK4复合物
6017,KP11,16863592,Cyclin D1#impinges on#several pathways governing cancer cell proliferation,Cancer Pathways,CCND1,-,Cancer,-,-,-,-,-,-,-,-,Fact,1,1.3,1.3.2,1.3.2.1,-,RAS/RAF/MEK/ERK级联
1374,KP11,16863592,Cyclin D1 and Cyclin D1b splice variant#have#differential roles in prostate cancer,Cancer Association,CCND1,-,Prostate cancer,-,-,-,-,-,-,-,-,Fact,2,2.1,2.1.1,2.1.1.3,-,CCNE1过表达
5649,KP11,35546399,CDK4/6 inhibition using palbociclib#showed#modest or conflicting results in HPV(neg) HNSCC,Therapeutic Response,"CDK4, CDK6",-,Head and neck squamous cell carcinoma,Palbociclib,-,-,-,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.1,-,G1/S期转换抑制
577,KP11,35546399,Palbociclib-based drug combination#was evaluated and compared with#palbociclib plus cetuximab or cisplatin,Combination Therapies triples,-,"HPV(neg) HNSCC cell lines, xenograft models",HPV(neg) HNSCC,"Palbociclib, cetuximab, cisplatin",-,-,-,-,-,-,-,Fact,3,3.2,3.2.2,-,-,靶向药物联合
2457,KP11,35546399,"Significant synergistic effects#were observed when combining#palbociclib with PI3K, EGFR, and MEK inhibitors",Combination Therapies triples,-,-,-,"Palbociclib, PI3K inhibitors, EGFR inhibitors, MEK inhibitors","PI3K, EGFR, MEK",-,-,-,-,-,-,Fact,3,3.2,3.2.2,3.2.2.4,-,多靶点抑制策略
7917,KP11,35546399,PI3K pathway inhibitors#reduced#cell proliferation and induced cell-cycle arrest in HPV(neg) HNSCC cell lines,Mechanism of Action,PIK3CA,HPV(neg) HNSCC cell lines,HPV(neg) HNSCC,Alpelisib,PI3K,-,-,-,-,-,-,Fact,1,1.1,1.1.3,1.1.3.1,-,G1期阻滞
3679,KP11,35546399,RRM2-dependent EMT induced by palbociclib#was attenuated by#alpelisib and cetuximab,Mechanism of Action,RRM2,-,-,"Palbociclib, alpelisib, cetuximab",EMT,-,-,-,-,-,-,Fact,1,1.3,1.3.2,-,-,MAPK信号通路
2204,KP11,16547504,Control vector-transfected cells#formed#a well-stratified and orderly differentiated epidermis-like epithelium,Cellular Differentiation,-,Epidermis-like epithelium,-,-,-,-,-,-,-,-,-,Fact,1,1.4,1.4.2,1.4.2.2,-,分化标志物表达
6598,KP11,35491665,Conditioned medium of HUVEC cells#induced differentiation of#BM-MSCs into osteoblasts,Stem Cell Biology,-,"HUVEC cells, BM-MSCs",-,-,-,-,-,-,-,-,-,Fact,1,1.4,1.4.2,-,-,分化过程调控
5118,KP11,34108622,Molecular alterations in PI3K/AKT pathway#occur frequently in#hormone receptor-positive breast tumors,Cancer Pathways,"PIK3CA, AKT1",-,Breast cancer,-,PI3K/AKT,-,Hormone receptor-positive,-,-,-,-,Fact,1,1.3,1.3.1,-,-,PI3K/AKT/mTOR通路
2511,KP11,22678079,"Amplification#was observed at#12q14.3 for GNS, WIF1, and HMGA2",Genomic Alterations,"GNS, WIF1, HMGA2",-,-,-,-,-,-,Amplified,-,-,-,Fact,5,5.3,5.3.1,-,-,基因扩增
2967,KP11,22678079,"mRNA overexpression#was correlated with#genomic amplification for CDK4, HMGA2, and others",Expression Patterns,"CDK4, HMGA2",-,-,-,-,-,-,Upregulated,-,-,-,Fact,5,5.3,5.3.1,5.3.1.1,-,CDK4扩增
2344,KP11,28978144,Dual PI3K/mTOR signaling pathway#regulated#radiosensitization in patient-derived cells,Mechanism of Action,-,Patient-derived cells,-,-,PI3K/mTOR,-,Radiation-resistant,-,-,-,-,Fact,1,1.3,1.3.1,1.3.1.3,-,协同效应
7964,KP11,12960127,p27#was expressed in#40 of 74 HCCs,Expression Patterns,CDKN1B,-,HCC,-,-,-,-,High levels,-,-,-,Fact,1,1.1,1.1.3,1.1.3.3,-,增殖抑制
7586,KP11,34570813,Bergamottin#a CYP3A inhibitor#inhibits prostate cancer cell growth,Drug Development,-,Prostate cancer cells,Prostate cancer,Bergamottin,CYP3A,-,-,Downregulated,-,-,-,Fact,3,3.1,3.1.1,3.1.1.4,-,增殖信号阻断
6366,KP11,34570813,Therapies#have been developed to treat#advanced prostate cancer,Cancer Association,-,-,Prostate cancer,-,-,-,-,-,-,-,-,Fact,8,8.1,8.1.1,8.1.1.1,-,肿瘤类型
3396,KP11,34570813,Bergamottin#reduces#AR activation,Mechanism of Action,-,-,Prostate cancer,-,-,-,-,-,PSA,-,-,Fact,3,3.1,3.1.1,3.1.1.4,-,增殖信号阻断
4729,KP11,34570813,PSA levels#are markers for#Prostate cancer,Markers,-,-,Prostate cancer,-,-,-,-,-,-,-,-,Fact,7,7.2,7.2.1,7.2.1.1,-,细胞周期蛋白
28,KP11,34570813,Bergamottin#triggers#apoptosis in prostate cancer cell lines,Mechanism of Action,-,Prostate cancer cell lines,Prostate cancer,-,-,-,-,-,-,-,-,Fact,3,3.1,3.1.3,3.1.3.1,-,凋亡阈值调节
